name,date,fight_id,win/loss,method,body,body_attempts,clinch,clinch_attempts,distance,distance_attempts,ground,ground_attempts,head,head_attempts,knockdowns,leg,leg_attempts,location,pass,referee,reversals,round,sig_attempts,sig_strikes,strike_attempts,strikes,sub_attempts,takedowns,td_attempts,title
Artem Lobov,"December 11, 2015",835,L,Decision,0,0,0,0,1,10,1,1,1,10,0,1,1,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,11,2,26,13,0,0,0,The Ultimate Fighter 22 Finale
Ryan Hall,"December 11, 2015",835,W,Decision,1,8,0,0,9,24,14,17,15,25,0,7,8,"Las Vegas, Nevada, USA",1,Herb Dean,0,3,41,23,201,169,1,1,3,The Ultimate Fighter 22 Finale
Edson Barboza,"December 11, 2015",836,L,Submission,19,30,0,0,37,80,4,5,20,53,0,2,2,"Las Vegas, Nevada, USA",0,John McCarthy,0,2,85,41,91,45,0,2,3,The Ultimate Fighter 22 Finale
Tony Ferguson,"December 11, 2015",836,W,Submission,10,11,1,1,45,99,15,16,42,95,0,9,10,"Las Vegas, Nevada, USA",1,John McCarthy,0,2,116,61,127,69,1,0,2,The Ultimate Fighter 22 Finale
Joe Lauzon,"December 11, 2015",837,L,Decision,3,6,9,13,33,100,0,0,37,105,0,2,2,"Las Vegas, Nevada, USA",0,Herb Dean,0,3,113,42,115,44,0,0,3,The Ultimate Fighter 22 Finale
Evan Dunham,"December 11, 2015",837,W,Decision,21,29,30,52,97,239,0,0,96,252,0,10,10,"Las Vegas, Nevada, USA",1,Herb Dean,0,3,291,127,318,147,0,1,3,The Ultimate Fighter 22 Finale
Tatsuya Kawajiri,"December 11, 2015",838,W,Decision,2,2,0,0,6,12,22,26,25,35,0,1,1,"Las Vegas, Nevada, USA",5,John McCarthy,0,3,38,28,113,97,0,6,8,The Ultimate Fighter 22 Finale
Jason Knight,"December 11, 2015",838,L,Decision,0,0,2,3,8,20,18,19,28,41,0,0,1,"Las Vegas, Nevada, USA",0,John McCarthy,0,3,42,28,61,44,1,0,0,The Ultimate Fighter 22 Finale
Julian Erosa,"December 11, 2015",839,W,Decision,28,34,22,31,36,73,3,4,31,71,0,2,3,"Las Vegas, Nevada, USA",1,Jason Herzog,0,3,108,61,159,107,2,2,3,The Ultimate Fighter 22 Finale
Marcin Wrzosek,"December 11, 2015",839,L,Decision,4,5,13,21,34,92,5,6,39,99,0,9,15,"Las Vegas, Nevada, USA",0,Jason Herzog,0,3,119,52,204,124,0,3,12,The Ultimate Fighter 22 Finale
Gabriel Gonzaga,"December 11, 2015",840,W,Decision,4,5,1,4,11,28,8,13,12,35,0,4,5,"Las Vegas, Nevada, USA",3,Chris Tognoni,0,3,45,20,55,29,0,2,7,The Ultimate Fighter 22 Finale
Konstantin Erokhin,"December 11, 2015",840,L,Decision,3,3,2,3,13,48,0,0,12,48,0,0,0,"Las Vegas, Nevada, USA",0,Chris Tognoni,0,3,51,15,65,28,0,0,0,The Ultimate Fighter 22 Finale
Ryan LaFlare,"December 11, 2015",841,W,Decision,23,38,8,13,57,176,0,0,37,146,0,5,5,"Las Vegas, Nevada, USA",0,Jason Herzog,0,3,189,65,202,78,0,0,2,The Ultimate Fighter 22 Finale
Mike Pierce,"December 11, 2015",841,L,Decision,7,13,9,20,33,107,0,0,30,109,0,5,5,"Las Vegas, Nevada, USA",0,Jason Herzog,0,3,127,42,130,44,0,0,3,The Ultimate Fighter 22 Finale
Joby Sanchez,"December 11, 2015",842,L,KO/TKO,24,32,5,7,50,147,0,0,30,120,0,1,2,"Las Vegas, Nevada, USA",0,Chris Tognoni,0,2,154,55,154,55,0,0,1,The Ultimate Fighter 22 Finale
Geane Herrera,"December 11, 2015",842,W,KO/TKO,3,4,2,6,33,107,5,5,34,111,1,3,3,"Las Vegas, Nevada, USA",0,Chris Tognoni,0,2,118,40,120,42,0,1,1,The Ultimate Fighter 22 Finale
Chris Gruetzemacher,"December 11, 2015",843,W,Decision,22,30,22,31,81,149,0,2,42,111,0,39,41,"Las Vegas, Nevada, USA",0,Jason Herzog,0,3,182,103,217,135,0,0,0,The Ultimate Fighter 22 Finale
Abner Lloveras,"December 11, 2015",843,L,Decision,33,40,18,27,76,162,0,0,55,143,0,6,6,"Las Vegas, Nevada, USA",1,Jason Herzog,0,3,189,94,194,99,0,2,10,The Ultimate Fighter 22 Finale
Rose Namajunas,"December 10, 2015",844,W,Submission,12,16,9,13,27,53,21,34,43,82,0,2,2,"Las Vegas, Nevada, USA",14,Herb Dean,0,5,100,57,158,104,4,8,10,UFC Fight Night: Namajunas vs. VanZant
Paige VanZant,"December 10, 2015",844,L,Submission,4,15,2,4,8,46,0,0,2,30,0,4,5,"Las Vegas, Nevada, USA",0,Herb Dean,0,5,50,10,97,53,0,0,2,UFC Fight Night: Namajunas vs. VanZant
Jim Miller,"December 10, 2015",845,L,Submission,2,2,0,0,7,15,0,0,5,12,0,0,1,"Las Vegas, Nevada, USA",1,Jason Herzog,1,2,15,7,31,19,1,0,0,UFC Fight Night: Namajunas vs. VanZant
Michael Chiesa,"December 10, 2015",845,W,Submission,1,1,0,0,3,15,10,15,11,28,0,1,1,"Las Vegas, Nevada, USA",3,Jason Herzog,0,2,30,13,55,33,1,2,2,UFC Fight Night: Namajunas vs. VanZant
Sage Northcutt,"December 10, 2015",846,W,Submission,2,2,0,0,2,3,6,6,6,7,0,0,0,"Las Vegas, Nevada, USA",2,Mark Smith,0,2,9,8,21,19,1,2,2,UFC Fight Night: Namajunas vs. VanZant
Cody Pfister,"December 10, 2015",846,L,Submission,0,0,0,0,1,3,4,5,5,8,0,0,0,"Las Vegas, Nevada, USA",1,Mark Smith,0,2,8,5,44,40,0,2,2,UFC Fight Night: Namajunas vs. VanZant
Elias Theodorou,"December 10, 2015",847,L,Decision,18,29,5,7,23,87,0,0,3,49,0,7,16,"Las Vegas, Nevada, USA",0,Marc Goddard,0,3,94,28,110,40,0,1,13,UFC Fight Night: Namajunas vs. VanZant
Thiago Santos,"December 10, 2015",847,W,Decision,18,22,30,36,20,43,2,2,23,44,0,11,15,"Las Vegas, Nevada, USA",0,Marc Goddard,0,3,81,52,112,83,0,1,2,UFC Fight Night: Namajunas vs. VanZant
Tim Means,"December 10, 2015",848,W,KO/TKO,11,17,1,2,35,67,1,1,22,49,1,4,4,"Las Vegas, Nevada, USA",0,Herb Dean,0,2,70,37,76,43,0,0,0,UFC Fight Night: Namajunas vs. VanZant
John Howard,"December 10, 2015",848,L,KO/TKO,3,6,4,7,16,47,0,0,10,39,0,7,9,"Las Vegas, Nevada, USA",0,Herb Dean,0,2,54,20,56,22,0,3,3,UFC Fight Night: Namajunas vs. VanZant
Omari Akhmedov,"December 10, 2015",849,L,KO/TKO,10,15,2,3,29,108,4,6,17,87,1,8,15,"Las Vegas, Nevada, USA",0,Jason Herzog,0,3,117,35,120,38,0,1,1,UFC Fight Night: Namajunas vs. VanZant
Sergio Moraes,"December 10, 2015",849,W,KO/TKO,2,9,1,2,19,66,1,1,17,57,1,2,3,"Las Vegas, Nevada, USA",0,Jason Herzog,0,3,69,21,70,22,0,0,2,UFC Fight Night: Namajunas vs. VanZant
Antonio Carlos Junior,"December 10, 2015",850,NC,Could,1,1,0,0,1,4,0,0,0,3,0,0,0,"Las Vegas, Nevada, USA",0,Mark Smith,0,1,4,1,4,1,0,0,0,UFC Fight Night: Namajunas vs. VanZant
Kevin Casey,"December 10, 2015",850,NC,Could,0,0,0,0,0,2,0,0,0,1,0,0,1,"Las Vegas, Nevada, USA",0,Mark Smith,0,1,2,0,2,0,0,0,0,UFC Fight Night: Namajunas vs. VanZant
Aljamain Sterling,"December 10, 2015",851,W,Submission,6,14,1,1,10,39,12,21,14,40,0,3,7,"Las Vegas, Nevada, USA",1,Marc Goddard,0,2,61,23,90,49,1,2,2,UFC Fight Night: Namajunas vs. VanZant
Johnny Eduardo,"December 10, 2015",851,L,Submission,0,5,0,0,4,24,0,0,0,11,0,4,8,"Las Vegas, Nevada, USA",0,Marc Goddard,0,2,24,4,27,7,0,0,0,UFC Fight Night: Namajunas vs. VanZant
Santiago Ponzinibbio,"December 10, 2015",852,W,KO/TKO,6,7,1,2,45,73,2,2,35,63,1,7,7,"Las Vegas, Nevada, USA",0,Herb Dean,0,1,77,48,78,49,0,0,0,UFC Fight Night: Namajunas vs. VanZant
Andreas Stahl,"December 10, 2015",852,L,KO/TKO,4,5,0,0,14,34,0,0,5,23,0,5,6,"Las Vegas, Nevada, USA",0,Herb Dean,0,1,34,14,35,14,0,2,2,UFC Fight Night: Namajunas vs. VanZant
Danny Roberts,"December 10, 2015",853,W,Submission,1,3,1,2,5,17,0,0,3,13,0,2,3,"Las Vegas, Nevada, USA",0,Jason Herzog,0,1,19,6,21,8,1,0,0,UFC Fight Night: Namajunas vs. VanZant
Nathan Coy,"December 10, 2015",853,L,Submission,0,0,0,0,9,25,2,2,10,24,0,1,3,"Las Vegas, Nevada, USA",0,Jason Herzog,0,1,27,11,30,14,0,1,1,UFC Fight Night: Namajunas vs. VanZant
Zubaira Tukhugov,"December 10, 2015",854,W,Decision,3,9,3,5,16,75,2,3,15,70,0,3,4,"Las Vegas, Nevada, USA",0,Mark Smith,0,3,83,21,86,23,0,1,1,UFC Fight Night: Namajunas vs. VanZant
Phillipe Nover,"December 10, 2015",854,L,Decision,13,25,1,3,19,74,0,0,6,50,0,1,2,"Las Vegas, Nevada, USA",0,Mark Smith,0,3,77,20,78,20,0,0,5,UFC Fight Night: Namajunas vs. VanZant
Kailin Curran,"December 10, 2015",855,W,Submission,12,16,7,10,14,39,0,0,8,31,0,1,2,"Las Vegas, Nevada, USA",2,Marc Goddard,0,2,49,21,61,32,2,1,1,UFC Fight Night: Namajunas vs. VanZant
Emily Peters Kagan,"December 10, 2015",855,L,Submission,4,6,3,11,19,69,0,0,17,68,0,1,6,"Las Vegas, Nevada, USA",0,Marc Goddard,0,2,80,22,112,49,0,1,9,UFC Fight Night: Namajunas vs. VanZant
Benson Henderson,"November 28, 2015",856,W,Decision,24,34,23,28,61,116,2,2,42,87,0,20,25,"Seoul, South Korea",1,Herb Dean,0,5,146,86,201,138,0,3,12,UFC Fight Night: Henderson vs Masvidal
Jorge Masvidal,"November 28, 2015",856,L,Decision,35,39,24,34,51,120,2,2,38,112,0,4,5,"Seoul, South Korea",0,Herb Dean,0,5,156,77,309,217,1,1,5,UFC Fight Night: Henderson vs Masvidal
Dong Hyun Kim,"November 28, 2015",857,W,KO/TKO,1,1,1,1,0,1,5,6,5,7,0,0,0,"Seoul, South Korea",1,Leon Roberts,0,1,8,6,95,91,0,1,2,UFC Fight Night: Henderson vs Masvidal
Dominic Waters,"November 28, 2015",857,L,KO/TKO,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seoul, South Korea",0,Leon Roberts,0,1,0,0,0,0,0,0,0,UFC Fight Night: Henderson vs Masvidal
Yoshihiro Akiyama,"November 28, 2015",858,L,Decision,2,3,1,1,66,129,11,12,53,110,0,23,29,"Seoul, South Korea",1,Steve Perceval,0,3,142,78,163,92,0,0,1,UFC Fight Night: Henderson vs Masvidal
Alberto Mina,"November 28, 2015",858,W,Decision,5,7,10,19,56,130,3,4,46,125,1,18,21,"Seoul, South Korea",0,Steve Perceval,0,3,153,69,180,84,0,2,15,UFC Fight Night: Henderson vs Masvidal
Dooho Choi,"November 28, 2015",859,W,KO/TKO,1,1,1,1,13,20,4,5,17,25,1,0,0,"Seoul, South Korea",0,Greg Kleynjans,0,1,26,18,26,18,0,0,0,UFC Fight Night: Henderson vs Masvidal
Sam Sicilia,"November 28, 2015",859,L,KO/TKO,0,1,0,0,8,19,0,0,6,16,0,2,2,"Seoul, South Korea",0,Greg Kleynjans,0,1,19,8,19,8,0,0,1,UFC Fight Night: Henderson vs Masvidal
Dongi Yang,"November 28, 2015",860,W,KO/TKO,5,5,2,2,15,22,12,18,23,36,0,1,1,"Seoul, South Korea",0,Herb Dean,0,2,42,29,76,54,0,1,6,UFC Fight Night: Henderson vs Masvidal
Jake Collier,"November 28, 2015",860,L,KO/TKO,9,13,2,3,20,38,0,0,8,22,1,5,6,"Seoul, South Korea",2,Herb Dean,0,2,41,22,48,29,0,0,1,UFC Fight Night: Henderson vs Masvidal
Yui Chul Nam,"November 28, 2015",861,L,Decision,24,36,28,38,25,82,0,0,29,84,0,0,0,"Seoul, South Korea",0,Leon Roberts,0,3,120,53,167,97,0,1,21,UFC Fight Night: Henderson vs Masvidal
Mike de la Torre,"November 28, 2015",861,W,Decision,8,9,14,22,27,67,6,6,37,84,0,2,2,"Seoul, South Korea",0,Leon Roberts,0,3,95,47,161,107,0,0,2,UFC Fight Night: Henderson vs Masvidal
Tae Hyun Bang,"November 28, 2015",862,W,Decision,3,4,4,11,41,87,9,11,50,104,1,1,1,"Seoul, South Korea",0,Steve Perceval,1,3,109,54,124,68,2,1,1,UFC Fight Night: Henderson vs Masvidal
Leo Kuntz,"November 28, 2015",862,L,Decision,4,9,2,4,27,85,2,2,25,78,0,2,4,"Seoul, South Korea",2,Steve Perceval,0,3,91,31,137,74,1,3,12,UFC Fight Night: Henderson vs Masvidal
Seohee Ham,"November 28, 2015",863,W,Decision,14,34,10,27,61,147,0,0,43,124,0,14,16,"Seoul, South Korea",0,Herb Dean,0,3,174,71,188,83,0,0,2,UFC Fight Night: Henderson vs Masvidal
Cortney Casey,"November 28, 2015",863,L,Decision,8,24,18,27,60,200,0,0,51,182,0,19,21,"Seoul, South Korea",0,Herb Dean,0,3,227,78,229,80,0,0,0,UFC Fight Night: Henderson vs Masvidal
Yao Zhikui,"November 28, 2015",864,L,KO/TKO,0,1,1,2,0,4,0,0,1,5,0,0,0,"Seoul, South Korea",0,Greg Kleynjans,0,1,6,1,6,1,0,0,0,UFC Fight Night: Henderson vs Masvidal
Fredy Serrano,"November 28, 2015",864,W,KO/TKO,0,1,1,2,2,3,0,0,1,2,0,2,2,"Seoul, South Korea",1,Greg Kleynjans,0,1,5,3,11,7,0,1,2,UFC Fight Night: Henderson vs Masvidal
Ning Guangyou,"November 28, 2015",865,L,Decision,5,8,6,7,14,50,3,4,11,43,0,7,10,"Seoul, South Korea",0,Steve Perceval,0,3,61,23,111,67,0,0,2,UFC Fight Night: Henderson vs Masvidal
Marco Beltran,"November 28, 2015",865,W,Decision,12,19,11,16,18,72,1,2,13,65,0,5,6,"Seoul, South Korea",0,Steve Perceval,0,3,90,30,108,44,0,1,1,UFC Fight Night: Henderson vs Masvidal
Dominique Steele,"November 28, 2015",866,W,KO/TKO,1,3,9,14,6,17,21,30,35,58,1,0,0,"Seoul, South Korea",1,Leon Roberts,0,3,61,36,114,84,0,4,4,UFC Fight Night: Henderson vs Masvidal
Dong Hyun Kim,"November 28, 2015",866,L,KO/TKO,10,15,9,18,10,24,0,0,8,26,0,1,1,"Seoul, South Korea",0,Leon Roberts,0,3,42,19,79,52,0,0,3,UFC Fight Night: Henderson vs Masvidal
Neil Magny,"November 21, 2015",867,W,Decision,10,15,11,18,39,122,4,5,41,121,0,3,9,"Monterrey, Nuevo Leon, Mexico",5,John McCarthy,0,5,145,54,174,81,0,6,14,UFC Fight Night 78: Magny vs Gastelum
Kelvin Gastelum,"November 21, 2015",867,L,Decision,6,7,4,11,43,109,7,14,34,111,2,14,16,"Monterrey, Nuevo Leon, Mexico",3,John McCarthy,1,5,134,54,167,86,0,2,3,UFC Fight Night 78: Magny vs Gastelum
Ricardo Lamas,"November 21, 2015",868,W,Decision,5,8,13,15,43,93,1,1,25,70,0,27,31,"Monterrey, Nuevo Leon, Mexico",0,Dan Miragliotta,0,3,109,57,122,69,0,3,6,UFC Fight Night 78: Magny vs Gastelum
Diego Sanchez,"November 21, 2015",868,L,Decision,8,11,11,14,17,70,2,2,22,75,0,0,0,"Monterrey, Nuevo Leon, Mexico",0,Dan Miragliotta,0,3,86,30,92,36,0,1,2,UFC Fight Night 78: Magny vs Gastelum
Jussier Formiga,"November 21, 2015",869,L,Decision,11,17,12,16,13,71,0,0,12,66,0,2,4,"Monterrey, Nuevo Leon, Mexico",0,Mario Yamasaki,0,3,87,25,102,39,0,0,3,UFC Fight Night 78: Magny vs Gastelum
Henry Cejudo,"November 21, 2015",869,W,Decision,30,39,29,41,14,69,0,0,11,63,0,2,8,"Monterrey, Nuevo Leon, Mexico",0,Mario Yamasaki,0,3,110,43,140,71,0,2,3,UFC Fight Night 78: Magny vs Gastelum
Erick Montano,"November 21, 2015",870,W,Decision,6,12,2,5,46,110,1,1,28,71,0,15,33,"Monterrey, Nuevo Leon, Mexico",1,Gary Copeland,1,3,116,49,126,59,0,2,3,UFC Fight Night 78: Magny vs Gastelum
Enrique Marin,"November 21, 2015",870,L,Decision,3,4,3,4,24,89,0,1,16,80,0,8,10,"Monterrey, Nuevo Leon, Mexico",0,Gary Copeland,2,3,94,27,102,33,0,1,3,UFC Fight Night 78: Magny vs Gastelum
Horacio Gutierrez,"November 21, 2015",871,L,Decision,0,0,4,6,6,32,0,0,6,30,0,4,8,"Monterrey, Nuevo Leon, Mexico",0,Mario Yamasaki,0,3,38,10,45,16,0,0,0,UFC Fight Night 78: Magny vs Gastelum
Enrique Barzola,"November 21, 2015",871,W,Decision,6,7,2,2,6,12,30,57,31,63,0,1,1,"Monterrey, Nuevo Leon, Mexico",1,Mario Yamasaki,0,3,71,38,221,173,0,5,9,UFC Fight Night 78: Magny vs Gastelum
Efrain Escudero,"November 21, 2015",872,L,Decision,7,12,2,7,12,40,10,16,12,41,0,5,10,"Monterrey, Nuevo Leon, Mexico",0,John McCarthy,0,3,63,24,101,56,0,2,7,UFC Fight Night 78: Magny vs Gastelum
Leandro Silva,"November 21, 2015",872,W,Decision,15,27,6,10,29,79,0,0,16,56,0,4,6,"Monterrey, Nuevo Leon, Mexico",1,John McCarthy,0,3,89,35,103,47,0,0,0,UFC Fight Night 78: Magny vs Gastelum
Erik Perez,"November 21, 2015",873,W,Decision,14,21,2,4,17,73,12,15,17,69,0,0,2,"Monterrey, Nuevo Leon, Mexico",2,Dan Miragliotta,0,3,92,31,172,109,0,1,2,UFC Fight Night 78: Magny vs Gastelum
Taylor Lapilus,"November 21, 2015",873,L,Decision,4,5,2,2,18,76,0,0,12,65,1,4,8,"Monterrey, Nuevo Leon, Mexico",0,Dan Miragliotta,0,3,78,20,82,23,1,0,1,UFC Fight Night 78: Magny vs Gastelum
Hector Urbina,"November 21, 2015",874,L,Decision,1,1,7,9,2,14,1,2,9,24,0,0,0,"Monterrey, Nuevo Leon, Mexico",0,Mario Yamasaki,0,3,25,10,31,16,3,0,0,UFC Fight Night 78: Magny vs Gastelum
Bartosz Fabinski,"November 21, 2015",874,W,Decision,2,2,2,4,10,16,13,19,23,37,0,0,0,"Monterrey, Nuevo Leon, Mexico",9,Mario Yamasaki,0,3,39,25,118,89,0,6,11,UFC Fight Night 78: Magny vs Gastelum
Alejandro Perez,"November 21, 2015",875,W,KO/TKO,6,9,2,4,31,78,6,9,19,59,0,14,23,"Monterrey, Nuevo Leon, Mexico",0,Gary Copeland,0,2,91,39,94,42,0,0,0,UFC Fight Night 78: Magny vs Gastelum
Scott Jorgensen,"November 21, 2015",875,L,KO/TKO,1,3,0,2,10,34,1,1,7,30,0,3,4,"Monterrey, Nuevo Leon, Mexico",0,Gary Copeland,0,2,37,11,37,11,0,2,6,UFC Fight Night 78: Magny vs Gastelum
Gabriel Benitez,"November 21, 2015",876,L,KO/TKO,2,2,0,1,11,25,0,0,3,16,0,6,8,"Monterrey, Nuevo Leon, Mexico",0,John McCarthy,0,1,26,11,26,11,0,0,0,UFC Fight Night 78: Magny vs Gastelum
Andre Fili,"November 21, 2015",876,W,KO/TKO,4,4,1,1,15,41,0,0,10,34,1,2,4,"Monterrey, Nuevo Leon, Mexico",0,John McCarthy,0,1,42,16,42,16,0,1,1,UFC Fight Night 78: Magny vs Gastelum
Vernon Ramos,"November 21, 2015",877,L,KO/TKO,0,1,0,0,2,8,0,0,0,3,0,2,4,"Monterrey, Nuevo Leon, Mexico",0,Dan Miragliotta,0,1,8,2,8,2,0,0,0,UFC Fight Night 78: Magny vs Gastelum
Alvaro Herrera,"November 21, 2015",877,W,KO/TKO,0,0,0,0,3,8,1,1,4,9,1,0,0,"Monterrey, Nuevo Leon, Mexico",0,Dan Miragliotta,0,1,9,4,9,4,0,0,0,UFC Fight Night 78: Magny vs Gastelum
Cesar Arzamendia,"November 21, 2015",878,L,KO/TKO,7,11,6,9,10,35,0,2,7,33,0,2,2,"Monterrey, Nuevo Leon, Mexico",0,Mario Yamasaki,0,1,46,16,54,23,0,3,4,UFC Fight Night 78: Magny vs Gastelum
Polo Reyes,"November 21, 2015",878,W,KO/TKO,1,3,2,3,6,26,2,2,9,27,1,0,1,"Monterrey, Nuevo Leon, Mexico",0,Mario Yamasaki,0,1,31,10,36,15,0,0,0,UFC Fight Night 78: Magny vs Gastelum
Valmir Lazaro,"November 21, 2015",879,L,Decision,2,5,0,0,41,101,0,1,29,87,0,10,10,"Monterrey, Nuevo Leon, Mexico",1,Gary Copeland,0,3,102,41,123,60,0,0,0,UFC Fight Night 78: Magny vs Gastelum
Michel Prazeres,"November 21, 2015",879,W,Decision,2,5,0,0,20,53,0,0,12,41,0,6,7,"Monterrey, Nuevo Leon, Mexico",0,Gary Copeland,0,3,53,20,60,27,0,1,14,UFC Fight Night 78: Magny vs Gastelum
Ronda Rousey,"November 14, 2015",880,L,KO/TKO,4,6,4,6,13,59,0,0,13,59,0,0,0,"Melbourne, Victoria, Australia",0,Herb Dean,0,2,65,17,69,21,0,0,1,UFC 193: Rousey vs Holm
Holly Holm,"November 14, 2015",880,W,KO/TKO,4,4,4,4,31,45,3,4,29,44,1,5,5,"Melbourne, Victoria, Australia",0,Herb Dean,0,2,53,38,53,38,0,1,1,UFC 193: Rousey vs Holm
Joanna Jedrzejczyk,"November 14, 2015",881,W,Decision,53,67,17,27,203,414,0,0,97,289,0,70,85,"Melbourne, Victoria, Australia",0,Steve Perceval,0,5,441,220,448,227,0,0,0,UFC 193: Rousey vs Holm
Valerie Letourneau,"November 14, 2015",881,L,Decision,20,32,7,13,91,303,5,5,72,275,0,11,14,"Melbourne, Victoria, Australia",0,Steve Perceval,0,5,321,103,341,120,0,1,5,UFC 193: Rousey vs Holm
Mark Hunt,"November 14, 2015",882,W,KO/TKO,2,2,0,1,10,15,2,2,7,13,1,3,3,"Melbourne, Victoria, Australia",0,John Sharp,0,1,18,12,19,13,0,0,0,UFC 193: Rousey vs Holm
Antonio Silva,"November 14, 2015",882,L,KO/TKO,2,5,0,0,9,17,0,0,2,6,0,5,6,"Melbourne, Victoria, Australia",0,John Sharp,0,1,17,9,17,9,0,0,0,UFC 193: Rousey vs Holm
Uriah Hall,"November 14, 2015",883,L,Decision,10,15,4,5,40,87,1,2,17,58,0,18,21,"Melbourne, Victoria, Australia",0,Steve Perceval,1,3,94,45,107,58,0,0,1,UFC 193: Rousey vs Holm
Robert Whittaker,"November 14, 2015",883,W,Decision,6,11,12,17,43,110,12,17,39,107,0,22,26,"Melbourne, Victoria, Australia",6,Steve Perceval,0,3,144,67,186,108,0,1,2,UFC 193: Rousey vs Holm
Stefan Struve,"November 14, 2015",884,L,Decision,7,14,1,2,21,42,11,14,23,41,0,3,3,"Melbourne, Victoria, Australia",1,Herb Dean,0,3,58,33,59,34,0,1,1,UFC 193: Rousey vs Holm
Jared Rosholt,"November 14, 2015",884,W,Decision,2,5,0,1,11,27,5,9,6,23,0,8,9,"Melbourne, Victoria, Australia",7,Herb Dean,0,3,37,16,59,38,0,4,7,UFC 193: Rousey vs Holm
Jake Matthews,"November 14, 2015",885,W,TKO,4,5,3,4,8,19,51,75,54,88,0,4,5,"Melbourne, Victoria, Australia",0,Greg Kleynjans,0,2,98,62,136,96,0,1,3,UFC 193: Rousey vs Holm
Akbarh Arreola,"November 14, 2015",885,L,TKO,1,4,0,1,9,21,12,19,17,33,1,3,4,"Melbourne, Victoria, Australia",1,Greg Kleynjans,0,2,41,21,55,33,0,0,0,UFC 193: Rousey vs Holm
Kyle Noke,"November 14, 2015",886,W,KO/TKO,2,4,0,0,11,21,12,22,13,30,1,8,9,"Melbourne, Victoria, Australia",0,Steve Perceval,0,1,43,23,44,24,0,0,0,UFC 193: Rousey vs Holm
Peter Sobotta,"November 14, 2015",886,L,KO/TKO,0,1,0,0,2,6,0,0,2,5,0,0,0,"Melbourne, Victoria, Australia",0,Steve Perceval,0,1,6,2,6,2,0,0,0,UFC 193: Rousey vs Holm
Anthony Perosh,"November 14, 2015",887,L,KO/TKO,0,2,0,2,6,30,0,0,6,30,0,0,0,"Melbourne, Victoria, Australia",0,Greg Kleynjans,0,1,32,6,33,7,0,0,0,UFC 193: Rousey vs Holm
Gian Villante,"November 14, 2015",887,W,KO/TKO,5,6,2,3,17,31,0,0,12,26,1,2,2,"Melbourne, Victoria, Australia",0,Greg Kleynjans,0,1,34,19,34,19,0,0,0,UFC 193: Rousey vs Holm
Richie Vaculik,"November 14, 2015",888,L,Decision,6,11,4,6,54,145,5,5,42,130,0,15,15,"Melbourne, Victoria, Australia",2,John Sharp,0,3,156,63,176,82,0,3,3,UFC 193: Rousey vs Holm
Danny Martinez,"November 14, 2015",888,W,Decision,16,25,3,3,41,153,10,15,38,146,0,0,0,"Melbourne, Victoria, Australia",3,John Sharp,1,3,171,54,213,90,0,9,12,UFC 193: Rousey vs Holm
Daniel Kelly,"November 14, 2015",889,W,Decision,5,5,10,12,30,77,23,32,56,114,0,2,2,"Melbourne, Victoria, Australia",8,Herb Dean,0,3,121,63,176,115,0,5,13,UFC 193: Rousey vs Holm
Steve Montgomery,"November 14, 2015",889,L,Decision,24,28,25,28,50,160,2,3,50,159,0,3,4,"Melbourne, Victoria, Australia",0,Herb Dean,0,3,191,77,204,89,0,0,0,UFC 193: Rousey vs Holm
Richard Walsh,"November 14, 2015",890,W,Decision,13,19,11,19,49,110,33,41,58,127,0,22,24,"Melbourne, Victoria, Australia",0,John Sharp,0,3,170,93,214,132,0,0,0,UFC 193: Rousey vs Holm
Steve Kennedy,"November 14, 2015",890,L,Decision,3,6,0,2,33,92,5,8,31,92,0,4,4,"Melbourne, Victoria, Australia",1,John Sharp,0,3,102,38,128,61,0,3,8,UFC 193: Rousey vs Holm
James Moontasri,"November 14, 2015",891,W,KO/TKO,3,4,1,2,8,11,2,8,5,14,1,3,3,"Melbourne, Victoria, Australia",0,Steve Perceval,0,1,21,11,23,13,0,0,0,UFC 193: Rousey vs Holm
Anton Zafir,"November 14, 2015",891,L,KO/TKO,6,8,5,7,5,11,7,7,8,14,0,3,3,"Melbourne, Victoria, Australia",1,Steve Perceval,0,1,25,17,40,31,0,1,3,UFC 193: Rousey vs Holm
Ben Nguyen,"November 14, 2015",892,W,Submission,2,2,1,1,5,9,5,8,8,15,0,1,1,"Melbourne, Victoria, Australia",2,Greg Kleynjans,0,1,18,11,37,20,2,0,0,UFC 193: Rousey vs Holm
Ryan Benoit,"November 14, 2015",892,L,Submission,0,0,0,0,1,6,0,0,1,6,0,0,0,"Melbourne, Victoria, Australia",0,Greg Kleynjans,0,1,6,1,6,1,0,0,1,UFC 193: Rousey vs Holm
Vitor Belfort,"November 07, 2015",893,W,KO/TKO,1,1,2,3,1,1,3,7,5,10,1,0,0,"Sao Paulo, Sao Paulo, Brazil",0,Mario Yamasaki,0,1,11,6,11,6,0,0,0,UFC Fight Night: Belfort vs Henderson
Dan Henderson,"November 07, 2015",893,L,KO/TKO,0,0,0,0,3,3,0,0,0,0,0,3,3,"Sao Paulo, Sao Paulo, Brazil",0,Mario Yamasaki,0,1,3,3,3,3,0,0,0,UFC Fight Night: Belfort vs Henderson
